,,,,,,,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,Cyclically,,,,,,
Robert J. Shiller,,,,,,,,,,Adjusted,,,,,,
,,,,,,,,,,Price,,,,,,
,,,,  Consumer,,,,,,Earnings,,,,,,
,S&P,,,Price,,Long,,,,Ratio,,,,,,
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Real,P/E10 or,,,,,,
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,,,,,,
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,149.25,7.22,10.99,17.29,,,,,,
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,144.83,7.07,10.49,16.72,,,,,,
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,141.20,7.12,10.29,16.26,,,,,,
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,143.44,7.30,10.29,16.48,,,,,,
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,139.27,7.42,10.20,15.96,,,,,,
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,137.19,7.42,10.18,15.68,,,,,,
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,132.93,7.35,10.06,15.15,,,,,,
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,132.70,7.35,10.04,15.09,,,,,,
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,131.48,7.28,9.93,14.92,,,,,,
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,128.71,7.21,9.82,14.57,,,,,,
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,126.88,7.15,9.72,14.33,,,,,,
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,135.25,7.21,9.79,15.24,,,,,,
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,138.05,7.15,9.68,15.53,,,,,,
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,143.26,7.35,9.93,16.08,,,,,,
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,140.66,7.42,10.00,15.76,,,,,,
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,135.91,7.49,10.08,15.19,,,,,,
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,137.91,7.56,10.15,15.38,,,,,,
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,137.20,7.58,10.10,15.27,,,,,,
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,132.87,7.53,9.94,14.76,,,,,,
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,135.78,7.62,9.98,15.05,,,,,,
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,139.95,7.71,10.01,15.48,,,,,,
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,138.90,7.80,10.05,15.34,,,,,,
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,144.31,8.06,10.29,15.90,,,,,,
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,144.98,8.24,10.44,15.95,,,,,,
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,138.40,8.27,10.37,15.20,,,,,,
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,141.36,8.37,10.42,15.49,,,,,,
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,137.53,8.39,10.35,15.05,,,,,,
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,141.02,8.50,10.40,15.41,,,,,,
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,136.50,8.44,10.22,14.90,,,,,,
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,132.41,8.39,10.03,14.43,,,,,,
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,135.99,8.35,9.84,14.81,,,,,,
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,135.48,8.31,9.65,14.74,,,,,,
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,132.07,8.44,9.66,14.35,,,,,,
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,123.98,8.58,9.66,13.47,,,,,,
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,118.91,8.53,9.46,12.91,,,,,,
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,120.20,8.58,9.37,13.04,,,,,,
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,127.75,8.54,9.16,13.86,,,,,,
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,125.07,8.58,9.06,13.57,,,,,,
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,122.32,8.63,8.95,13.27,,,,,,
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,122.57,8.78,8.95,13.30,,,,,,
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,123.69,8.84,8.84,13.43,,,,,,
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,120.84,8.67,8.74,13.13,,,,,,
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,123.13,8.41,8.55,13.38,,,,,,
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,126.28,8.43,8.65,13.73,,,,,,
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,124.55,8.17,8.46,13.55,,,,,,
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,126.02,8.19,8.56,13.71,,,,,,
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,128.46,8.22,8.66,13.98,,,,,,
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,131.65,7.95,8.46,14.33,,,,,,
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,139.03,7.77,8.36,15.13,,,,,,
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,138.91,7.69,8.36,15.12,,,,,,
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,146.98,7.52,8.27,15.99,,,,,,
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,154.68,7.26,8.07,16.82,,,,,,
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,149.93,6.92,7.78,16.30,,,,,,
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,153.49,7.03,8.12,16.69,,,,,,
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,156.45,6.99,8.27,17.01,,,,,,
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,155.05,7.02,8.51,16.84,,,,,,
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,154.82,7.05,8.77,16.80,,,,,,
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,155.59,7.18,9.14,16.86,,,,,,
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,164.78,7.22,9.42,17.83,,,,,,
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,165.20,7.08,9.45,17.85,,,,,,
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,164.38,6.94,9.49,17.72,,,,,,
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,168.67,6.89,9.64,18.15,,,,,,
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,172.96,6.84,9.80,18.56,,,,,,
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,177.24,6.79,9.95,18.97,,,,,,
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,170.54,6.65,9.98,18.19,,,,,,
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,164.71,6.57,9.81,17.51,,,,,,
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,161.61,6.56,9.77,17.13,,,,,,
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,165.40,6.64,9.85,17.47,,,,,,
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,169.19,6.71,9.92,17.82,,,,,,
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,172.11,6.78,9.99,18.08,,,,,,
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,169.14,6.94,10.18,17.71,,,,,,
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,166.99,7.10,10.38,17.43,,,,,,
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,160.87,7.08,10.33,16.74,,,,,,
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,160.72,7.24,10.53,16.68,,,,,,
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,153.49,7.23,10.48,15.88,,,,,,
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,154.61,7.22,10.43,15.95,,,,,,
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,150.20,7.13,10.26,15.46,,,,,,
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,149.62,7.00,9.91,15.36,,,,,,
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,150.48,7.03,9.78,15.42,,,,,,
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,144.78,6.98,9.55,14.81,,,,,,
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,147.04,7.01,9.42,15.02,,,,,,
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,150.81,7.05,9.29,15.39,,,,,,
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,147.89,7.08,9.15,15.08,,,,,,
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,149.94,6.95,8.80,15.28,,,,,,
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,153.15,6.90,8.56,15.60,,,,,,
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,156.94,6.86,8.31,15.99,,,,,,
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,154.25,6.73,7.98,15.72,,,,,,
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,149.34,6.60,7.65,15.22,,,,,,
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,146.49,6.56,7.41,14.95,,,,,,
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,154.68,6.77,7.77,15.80,,,,,,
